drug	total_sample_count	training_sample_count	testing_sample_count	type	pp	model	RMSE	Rsquare	COR
WYE-125132	636	445	191	panel	scale+nzv	glm	0.23534922481455195	0.10556059242861725	0.3249008963185809
WYE-125132	636	445	191	panel	scale+nzv+pca	glm	0.24117227622962692	0.0672433250632665	0.25931317950167226
WYE-125132	636	445	191	mo	scale+nzv	glm	0.22864011113941096	0.1575817224128824	0.3969656438696961
WYE-125132	636	445	191	mo	scale+nzv+pca	glm	0.23251174551299328	0.13154711205847777	0.36269424045396387
WZ-1-84, KIN001-123	237	166	71	panel	scale+nzv	glm	0.07089230727166768	NA	NA
WZ-1-84, KIN001-123	237	166	71	panel	scale+nzv+pca	glm	0.07156891031135602	0.0041358310196636	-0.06431042699021365
WZ-1-84, KIN001-123	237	166	71	mo	scale+nzv	glm	0.06969425946022499	0.06468959496910306	0.25434149281842133
WZ-1-84, KIN001-123	237	166	71	mo	scale+nzv+pca	glm	0.0713706155662425	7.947674267025698e-4	-0.028191619795651504
WZ3105	640	448	192	panel	scale+nzv	glm	0.1491962322314111	0.09276124353782812	0.3045673054315386
WZ3105	640	448	192	panel	scale+nzv+pca	glm	0.1501919676017033	0.08553398306207882	0.29246193438134616
WZ3105	640	448	192	mo	scale+nzv	glm	0.14103389210354908	0.19385563366878963	0.440290396975439
WZ3105	640	448	192	mo	scale+nzv+pca	glm	0.14531797188906032	0.1365883424591043	0.36957860119209324
WZ4003	532	372	160	panel	scale+nzv	glm	0.04307761276262338	3.9707004748703505e-4	-0.019926616558940333
WZ4003	532	372	160	panel	scale+nzv+pca	glm	0.04237917931646037	7.510791512483176e-4	0.02740582330907644
WZ4003	532	372	160	mo	scale+nzv	glm	0.04288722749051896	8.065026358021844e-5	0.00898054918032402
WZ4003	532	372	160	mo	scale+nzv+pca	glm	0.04282283606419218	1.4547980245675006e-4	-0.012061500837654908
XAV-939	659	461	198	panel	scale+nzv	glm	0.046733885203398724	0.00901152638994124	0.09492905977592551
XAV-939	659	461	198	panel	scale+nzv+pca	glm	0.04620680044328816	0.07603854262398699	0.27575087057702463
XAV-939	659	461	198	mo	scale+nzv	glm	0.04533311706905755	0.11682050991837968	0.3417901548002512
XAV-939	659	461	198	mo	scale+nzv+pca	glm	0.045667073960069214	0.09271169125013212	0.3044859458992026
XMD11-85H	326	228	98	panel	scale+nzv	glm	0.041014103947014845	NA	NA
XMD11-85H	326	228	98	panel	scale+nzv+pca	glm	0.041014103947014845	NA	NA
XMD11-85H	326	228	98	mo	scale+nzv	glm	0.041014103947014845	NA	NA
XMD11-85H	326	228	98	mo	scale+nzv+pca	glm	0.041014103947014845	NA	NA
XMD13-2	640	448	192	panel	scale+nzv	glm	0.07233825315204062	0.10351936244211063	0.3217442500529118
XMD13-2	640	448	192	panel	scale+nzv+pca	glm	0.07428228469740986	0.05226363705541856	0.2286124166693895
XMD13-2	640	448	192	mo	scale+nzv	glm	0.06549217655653994	0.29355403354792237	0.5418062693877973
XMD13-2	640	448	192	mo	scale+nzv+pca	glm	0.07110630051096357	0.12724740647017882	0.356717544382357
XMD14-99	640	448	192	panel	scale+nzv	glm	0.028078317847845674	0.11534903211021726	0.3396307290429081
XMD14-99	640	448	192	panel	scale+nzv+pca	glm	0.0291332379406665	0.057292717646049506	0.23935897235334527
XMD14-99	640	448	192	mo	scale+nzv	glm	0.02841707809798331	0.12105578267870018	0.34793071534243736
XMD14-99	640	448	192	mo	scale+nzv+pca	glm	0.028712793446409195	0.08621255597467241	0.2936197472491801
XMD15-27	640	448	192	panel	scale+nzv	glm	0.03344165977989039	0.037978490903403314	0.1948807094183601
XMD15-27	640	448	192	panel	scale+nzv+pca	glm	0.03353090624328704	0.041406604531912715	0.20348612859827256
XMD15-27	640	448	192	mo	scale+nzv	glm	0.03279929829091566	0.08904110822189121	0.29839756738601475
XMD15-27	640	448	192	mo	scale+nzv+pca	glm	0.033317323523294355	0.06577450610406588	0.2564654091764928
XMD8-92	326	228	98	panel	scale+nzv	glm	0.05496940487885453	NA	NA
XMD8-92	326	228	98	panel	scale+nzv+pca	glm	0.05496940487885453	NA	NA
XMD8-92	326	228	98	mo	scale+nzv	glm	0.05496940487885453	NA	NA
XMD8-92	326	228	98	mo	scale+nzv+pca	glm	0.05509075648748733	8.419178244628481e-4	-0.029015820244529502
Y-39983	640	448	192	panel	scale+nzv	glm	0.09342176401599313	0.017108412874222427	0.1307991317793143
Y-39983	640	448	192	panel	scale+nzv+pca	glm	0.09284134364664941	0.013006048694671207	0.11404406470602145
Y-39983	640	448	192	mo	scale+nzv	glm	0.08889858007532386	0.09469703604620525	0.3077288352530605
Y-39983	640	448	192	mo	scale+nzv+pca	glm	0.09222204013271962	0.034266370256258206	0.1851117777351247
YK-4-279	649	454	195	panel	scale+nzv	glm	0.11026621735698444	0.039868638845816894	0.1996713270497717
YK-4-279	649	454	195	panel	scale+nzv+pca	glm	0.1119117684917213	0.005458647254845637	0.07388265868825808
YK-4-279	649	454	195	mo	scale+nzv	glm	0.10888564736838259	0.05661743332910919	0.23794418112050816
YK-4-279	649	454	195	mo	scale+nzv+pca	glm	0.11205786314264603	0.00871001955584422	0.09332748553263513
YM-155	655	458	197	panel	scale+nzv	glm	0.27990488989281365	2.15087331651732e-4	-0.014665855980873806
YM-155	655	458	197	panel	scale+nzv+pca	glm	0.2741412532907847	0.00575382449661537	0.07585396823248847
YM-155	655	458	197	mo	scale+nzv	glm	0.2716389090551037	0.025081749816405555	0.158372187635347
YM-155	655	458	197	mo	scale+nzv+pca	glm	0.2723714264185001	0.011401005367515078	0.10677549048126671
YM-201636	641	449	192	panel	scale+nzv	glm	0.08775319998064701	0.05715846289117133	0.23907836140305824
YM-201636	641	449	192	panel	scale+nzv+pca	glm	0.08810163812672729	0.12715015143860797	0.35658119894157064
YM-201636	641	449	192	mo	scale+nzv	glm	0.0851124783685854	0.10285909157185329	0.3207165283733492
YM-201636	641	449	192	mo	scale+nzv+pca	glm	0.08586719928440292	0.19104943524960866	0.4370920214893068
Z-LLNLE-CHO, Z-L-NORLEUCINE-CHO	237	166	71	panel	scale+nzv	glm	0.08938102688205136	0.036347765787186355	0.19065090030520798
Z-LLNLE-CHO, Z-L-NORLEUCINE-CHO	237	166	71	panel	scale+nzv+pca	glm	0.08848520384273846	0.02693911909038334	0.16413140799488482
Z-LLNLE-CHO, Z-L-NORLEUCINE-CHO	237	166	71	mo	scale+nzv	glm	0.08469775303223746	0.10800989482738335	0.3286485886587425
Z-LLNLE-CHO, Z-L-NORLEUCINE-CHO	237	166	71	mo	scale+nzv+pca	glm	0.08404303650627448	0.12201685563347278	0.3493091118672297
ZG-10	326	228	98	panel	scale+nzv	glm	0.1151742840392213	3.9561290254212366e-4	0.01989002017450268
ZG-10	326	228	98	panel	scale+nzv+pca	glm	0.11388373644276906	0.006110300929579332	0.07816841388680809
ZG-10	326	228	98	mo	scale+nzv	glm	0.11225344388744725	0.0512265272602576	0.22633277990661804
ZG-10	326	228	98	mo	scale+nzv+pca	glm	0.11323910678606826	0.014618149586577664	0.12090553993336146
ZIBOTENTAN	641	449	192	panel	scale+nzv	glm	0.011376442710745668	NA	NA
ZIBOTENTAN	641	449	192	panel	scale+nzv+pca	glm	0.011376442710745668	NA	NA
ZIBOTENTAN	641	449	192	mo	scale+nzv	glm	0.011376442710745668	NA	NA
ZIBOTENTAN	641	449	192	mo	scale+nzv+pca	glm	0.011376442710745668	NA	NA
ZM-447439	659	461	198	panel	scale+nzv	glm	0.07209025948297508	0.019685290319501652	0.14030427762367637
ZM-447439	659	461	198	panel	scale+nzv+pca	glm	0.07189343559860925	0.0254153414951648	0.159421897790626
ZM-447439	659	461	198	mo	scale+nzv	glm	0.06970936543328897	0.0793282393803743	0.281652692833522
ZM-447439	659	461	198	mo	scale+nzv+pca	glm	0.07081376609233345	0.06939493275850815	0.2634291797779968
ZOLEDRONATE, ZOLEDRONIC ACID, ZOMETA, RECLAST	532	372	160	panel	scale+nzv	glm	0.011413831642171897	9.439543583497429e-4	0.030723840227903525
ZOLEDRONATE, ZOLEDRONIC ACID, ZOMETA, RECLAST	532	372	160	panel	scale+nzv+pca	glm	0.011415762394133609	0.006798096408442452	-0.0824505694852525
ZOLEDRONATE, ZOLEDRONIC ACID, ZOMETA, RECLAST	532	372	160	mo	scale+nzv	glm	0.011273780828223596	0.016387956668174018	0.1280154548020434
ZOLEDRONATE, ZOLEDRONIC ACID, ZOMETA, RECLAST	532	372	160	mo	scale+nzv+pca	glm	0.011429524294477642	0.005602028581648069	-0.07484670053948984
ZSTK-474	636	445	191	panel	scale+nzv	glm	0.20905836371033595	NA	NA
ZSTK-474	636	445	191	panel	scale+nzv+pca	glm	0.2067428482272474	0.03595555608006601	0.1896195034274323
ZSTK-474	636	445	191	mo	scale+nzv	glm	0.19431241418804981	0.1670206167462904	0.4086815590974107
ZSTK-474	636	445	191	mo	scale+nzv+pca	glm	0.1999532411862789	0.1204691038170332	0.3470865941188642
